Transaction ID,Item,Quantity,Price Per Unit,Total Spent,Payment Method,Location,Transaction Date
TXN_1319834,2,1,1.0,1.0,2,1,2023-03-31
TXN_7503593,2,5,1.0,5.0,2,1,2023-04-19
TXN_4076463,2,3,1.0,3.0,2,1,2023-06-25
TXN_1901704,4,5,5.0,25.0,0,1,2023-11-17
TXN_5589433,0,2,3.0,6.0,0,0,2023-03-13
TXN_4386732,6,4,4.0,16.0,0,1,2023-08-01
TXN_3174336,2,5,1.0,1.0,2,1,2023-07-17
TXN_4983903,3,5,4.0,20.0,2,1,2023-09-18
TXN_8043642,4,4,5.0,20.0,0,0,2023-06-12
TXN_1223805,3,3,3.0,9.0,2,0,2023-07-04
TXN_3879110,3,4,1.0,6.0,1,1,2023-03-18
TXN_9551491,4,1,5.0,5.0,2,1,2023-07-13
TXN_3033987,0,4,3.0,12.0,0,1,2023-03-13
TXN_2732570,2,3,1.0,3.0,2,1,2023-06-23
TXN_9104781,5,2,4.0,8.0,2,1,2023-07-03
TXN_7876775,1,5,2.0,10.0,2,1,2023-02-09
TXN_7566250,4,3,5.0,15.0,2,1,2023-06-04
TXN_3365018,3,5,3.0,15.0,0,1,2023-02-06
TXN_1487762,7,3,1.5,4.5,2,1,2023-02-07
TXN_4592205,2,3,1.0,3.0,1,0,2023-12-30
TXN_6660755,2,2,1.0,2.0,1,0,2023-05-16
TXN_3750900,7,2,3.0,3.0,1,0,2023-04-03
TXN_3290872,0,2,3.0,6.0,1,0,2023-06-13
TXN_6378158,4,5,3.0,25.0,1,0,2023-06-17
TXN_8800818,0,2,3.0,6.0,2,1,2023-09-28
TXN_5707386,7,5,1.5,7.5,2,1,2023-06-28
TXN_1145592,3,1,3.0,3.0,1,1,2023-09-11
TXN_2670487,1,3,2.0,6.0,2,1,2023-10-20
TXN_9485101,2,2,1.0,2.0,0,1,2023-11-01
TXN_9667219,3,4,3.0,12.0,0,0,2023-10-09
TXN_3119835,7,2,1.5,3.0,2,0,2023-03-01
TXN_7014091,1,5,2.0,10.0,0,0,2023-11-26
TXN_7107807,2,1,1.0,1.0,2,1,2023-11-01
TXN_5698925,3,2,3.0,6.0,2,0,2023-04-08
TXN_6662213,5,4,4.0,16.0,2,1,2023-01-18
TXN_1336900,1,5,2.0,10.0,1,1,2023-01-16
TXN_2250785,0,1,3.0,3.0,0,1,2023-03-19
TXN_8122340,1,4,2.0,6.0,1,1,2023-06-09
TXN_9911498,1,4,2.0,8.0,0,0,2023-03-27
TXN_3741325,5,5,4.0,20.0,2,1,2023-07-04
TXN_8658970,4,3,5.0,15.0,1,1,2023-09-03
TXN_2887971,6,2,4.0,8.0,2,1,2023-06-26
TXN_9865855,1,3,2.0,6.0,2,1,2023-04-18
TXN_2217295,3,4,3.0,12.0,1,0,2023-11-22
TXN_8913492,5,4,4.0,16.0,1,0,2023-12-25
TXN_5625086,5,1,4.0,4.0,1,0,2023-06-17
TXN_2690222,3,4,3.0,12.0,2,1,2023-01-01
TXN_5767429,0,2,3.0,6.0,2,1,2023-03-19
TXN_5910541,0,5,3.0,15.0,0,0,2023-09-08
TXN_4435352,4,2,5.0,10.0,1,1,2023-05-03
TXN_1009421,2,4,1.0,4.0,0,1,2023-02-21
TXN_5369243,6,4,4.0,16.0,0,1,2023-11-16
TXN_2939667,3,1,3.0,3.0,2,0,2023-12-21
TXN_5734395,5,5,4.0,20.0,0,1,2023-05-17
TXN_2966262,7,5,1.5,4.5,0,1,2023-11-19
TXN_7293241,3,1,2.0,2.0,2,1,2023-08-27
TXN_1827212,5,5,4.0,20.0,2,1,2023-12-22
TXN_4809548,6,3,4.0,12.0,2,1,2023-11-04
TXN_2224935,1,1,2.0,2.0,2,1,2023-04-15
TXN_7580441,1,1,3.0,2.0,0,1,2023-08-09
TXN_4897993,5,4,3.0,16.0,2,0,2023-12-07
TXN_9522045,1,3,2.0,6.0,2,1,2023-05-30
TXN_6128966,5,3,4.0,12.0,2,1,2023-12-18
TXN_5475746,0,3,3.0,9.0,1,0,2023-08-20
TXN_6071339,1,5,2.0,10.0,0,1,2023-10-17
TXN_9540864,2,2,1.0,2.0,2,1,2023-08-07
TXN_6389404,3,5,3.0,15.0,2,0,2023-11-20
TXN_8724474,3,5,5.0,25.0,0,1,2023-08-04
TXN_8199524,0,5,3.0,15.0,0,1,2023-12-01
TXN_1212652,3,3,3.0,9.0,1,1,2023-01-30
TXN_1799247,1,3,2.0,6.0,2,1,2023-01-25
TXN_5745054,6,1,4.0,4.0,1,1,2023-01-26
TXN_4328090,3,5,4.0,4.0,2,0,2023-04-18
TXN_3499226,3,1,3.0,3.0,1,1,2023-09-08
TXN_1259340,7,3,3.0,6.0,2,1,2023-02-24
TXN_3893480,2,3,1.0,3.0,2,1,2023-12-24
TXN_2614271,3,2,4.0,8.0,2,1,2023-08-03
TXN_8295765,0,4,3.0,12.0,2,1,2023-04-05
TXN_1324760,7,4,1.5,6.0,0,0,2023-01-18
TXN_8292441,4,1,5.0,5.0,0,1,2023-09-15
TXN_6663486,1,3,2.0,6.0,2,1,2023-11-02
TXN_9423451,1,1,3.0,2.0,2,1,2023-10-22
TXN_3792125,4,5,5.0,25.0,1,0,2023-08-25
TXN_7021504,2,2,1.0,2.0,2,0,2023-05-31
TXN_8608811,0,5,3.0,15.0,1,1,2023-01-05
TXN_4844386,3,5,3.0,15.0,1,0,2023-10-28
TXN_4368729,1,3,2.0,6.0,2,0,2023-06-11
TXN_5072156,7,3,1.5,4.5,2,1,2023-07-24
TXN_5763520,3,1,5.0,5.0,2,1,2023-01-17
TXN_4877933,3,5,3.0,15.0,2,0,2023-01-12
TXN_8854384,3,5,3.0,15.0,0,1,2023-08-12
TXN_3308378,2,4,1.0,4.0,2,1,2023-04-28
TXN_4355766,2,5,1.0,6.0,2,1,2023-11-07
TXN_5644235,4,4,5.0,20.0,0,0,2023-03-25
TXN_5331285,5,3,4.0,12.0,2,1,2023-03-12
TXN_7620397,2,4,1.0,4.0,2,1,2023-12-24
TXN_1214868,3,4,3.0,12.0,0,0,2023-07-30
TXN_5117595,6,4,4.0,16.0,0,0,2023-02-05
TXN_9708144,6,3,4.0,12.0,0,1,2023-04-18
TXN_8266689,3,5,3.0,15.0,0,0,2023-12-03
TXN_3589166,7,1,1.5,1.5,2,1,2023-02-02
TXN_3943672,5,4,4.0,16.0,1,1,2023-10-21
TXN_8988279,6,2,4.0,8.0,2,0,2023-08-08
TXN_4269933,6,2,4.0,8.0,2,1,2023-03-28
TXN_2234460,7,2,1.5,3.0,2,1,2023-08-15
TXN_4356564,1,2,2.0,4.0,1,1,2023-10-05
TXN_2223047,3,2,2.0,4.0,2,1,2023-06-14
TXN_9469735,0,1,3.0,3.0,2,0,2023-12-31
TXN_6762250,2,2,1.0,2.0,2,1,2023-06-17
TXN_8553273,3,5,3.0,15.0,0,0,2023-01-15
TXN_8713971,7,1,1.5,1.5,0,1,2023-08-26
TXN_4076575,6,3,4.0,12.0,2,1,2023-01-18
TXN_2432379,1,1,2.0,2.0,1,0,2023-10-24
TXN_3187634,3,5,2.0,10.0,2,1,2023-09-01
TXN_1961943,6,5,4.0,12.0,2,0,2023-11-05
TXN_5908104,5,2,4.0,8.0,1,1,2023-05-12
TXN_1355212,1,2,2.0,4.0,2,1,2023-05-25
TXN_2155393,3,2,3.0,6.0,2,0,2023-07-12
TXN_3485938,3,4,5.0,20.0,0,1,2023-05-28
TXN_9449037,1,4,2.0,8.0,2,1,2023-04-30
TXN_3114654,3,3,3.0,9.0,2,0,2023-12-01
TXN_5837801,4,1,5.0,6.0,1,0,2023-01-25
TXN_1336470,7,1,1.5,1.5,0,1,2023-12-22
TXN_2544724,0,5,3.0,15.0,2,1,2023-12-28
TXN_1035504,6,2,4.0,8.0,2,1,2023-03-30
TXN_2576799,3,1,3.0,3.0,0,1,2023-03-12
TXN_4659155,3,1,3.0,3.0,2,1,2023-04-13
TXN_9781961,1,1,2.0,2.0,1,0,2023-12-01
TXN_5313347,2,2,1.0,2.0,2,1,2023-12-10
TXN_7926510,4,4,5.0,20.0,0,1,2023-10-03
TXN_3477975,5,5,4.0,16.0,2,1,2023-02-26
TXN_6736084,3,1,3.0,3.0,2,1,2023-04-19
TXN_5573731,5,4,4.0,16.0,0,1,2023-01-15
TXN_2760327,4,1,5.0,5.0,2,1,2023-02-16
TXN_5540067,7,4,1.5,6.0,2,1,2023-08-24
TXN_7585599,0,1,3.0,3.0,1,1,2023-01-12
TXN_6333241,1,5,2.0,4.0,2,1,2023-09-15
TXN_1635631,2,4,1.0,4.0,1,1,2023-07-04
TXN_8907996,5,4,4.0,16.0,0,0,2023-02-19
TXN_3206049,1,4,2.0,8.0,2,1,2023-03-27
TXN_4620647,1,1,2.0,2.0,2,1,2023-07-15
TXN_5348915,3,1,3.0,3.0,2,1,2023-07-09
TXN_4036214,0,2,3.0,6.0,1,1,2023-10-17
TXN_6323914,3,1,3.0,3.0,1,0,2023-03-19
TXN_7804128,5,5,4.0,20.0,2,0,2023-02-12
TXN_6228313,3,4,3.0,12.0,2,1,2023-01-24
TXN_2930752,0,2,3.0,6.0,1,1,2023-03-04
TXN_3477101,2,4,1.0,4.0,2,1,2023-05-02
TXN_2210265,3,2,3.0,6.0,1,1,2023-06-14
TXN_5534515,6,1,4.0,4.0,1,1,2023-02-09
TXN_9561380,5,1,4.0,4.0,2,1,2023-08-11
TXN_3038078,2,1,1.0,1.0,1,1,2023-04-06
TXN_5652473,6,4,4.0,16.0,2,1,2023-03-19
TXN_5222822,4,1,5.0,5.0,2,0,2023-11-20
TXN_6238191,6,4,4.0,16.0,2,0,2023-10-27
TXN_1244593,4,5,5.0,25.0,2,0,2023-04-11
TXN_9749175,0,1,3.0,3.0,1,0,2023-09-07
TXN_4502314,2,3,1.0,3.0,1,1,2023-06-02
TXN_3703964,5,2,4.0,8.0,1,1,2023-09-23
TXN_1554195,6,2,4.0,8.0,2,1,2023-10-22
TXN_1025152,2,4,1.0,4.0,2,1,2023-08-19
TXN_3429942,6,3,4.0,6.0,2,0,2023-04-24
TXN_2134660,3,5,3.0,15.0,1,0,2023-11-08
TXN_8944175,4,3,5.0,15.0,2,1,2023-11-30
TXN_4680399,3,5,3.0,15.0,2,1,2023-04-07
TXN_5328065,0,5,3.0,15.0,0,1,2023-09-18
TXN_9202496,0,5,3.0,15.0,1,0,2023-07-19
TXN_2914953,0,2,3.0,6.0,0,0,2023-07-25
TXN_6068148,0,3,3.0,9.0,2,0,2023-08-11
TXN_1216051,0,4,3.0,12.0,2,1,2023-10-28
TXN_3943327,3,1,3.0,3.0,2,1,2023-05-20
TXN_5268025,2,5,1.0,6.0,2,0,2023-05-19
TXN_9952441,6,1,4.0,6.0,0,0,2023-09-05
TXN_7354271,2,4,1.0,4.0,2,0,2023-04-12
TXN_3358494,1,5,2.0,10.0,2,1,2023-06-22
TXN_2966507,2,3,1.0,3.0,2,0,2023-04-25
TXN_9752586,7,2,1.5,3.0,2,1,2023-06-14
TXN_1324968,2,3,1.0,3.0,1,0,2023-01-05
TXN_8424417,6,2,3.0,8.0,2,1,2023-10-21
TXN_3985920,4,5,5.0,25.0,2,0,2023-03-29
TXN_7335526,5,4,4.0,16.0,0,0,2023-06-03
TXN_5989987,6,4,4.0,16.0,0,1,2023-08-02
TXN_8132632,7,3,1.5,4.5,2,1,2023-07-26
TXN_2408294,5,4,4.0,16.0,2,0,2023-12-26
TXN_7380756,4,1,5.0,5.0,2,1,2023-10-16
TXN_1145888,1,4,2.0,8.0,2,1,2023-01-26
TXN_3845754,7,4,1.5,6.0,2,1,2023-11-25
TXN_1315214,7,2,1.5,3.0,2,0,2023-11-03
TXN_7602467,2,1,1.0,1.0,1,1,2023-10-17
TXN_1672708,4,4,5.0,20.0,2,1,2023-04-04
TXN_4979250,7,3,1.5,4.5,0,0,2023-11-01
TXN_2809397,4,2,5.0,10.0,2,1,2023-09-13
TXN_8752130,3,2,3.0,6.0,1,1,2023-10-23
TXN_7326075,2,1,3.0,1.0,0,1,2023-06-12
TXN_9134257,1,5,2.0,6.0,2,1,2023-05-19
TXN_9944832,1,3,2.0,6.0,2,1,2023-12-25
TXN_9639317,0,3,3.0,9.0,0,1,2023-12-28
TXN_7707761,7,3,1.5,4.5,1,1,2023-03-08
TXN_3177517,3,1,1.5,1.5,1,0,2023-02-22
TXN_5353855,3,3,4.0,12.0,1,1,2023-12-24
TXN_3106811,3,3,3.0,9.0,0,1,2023-09-27
TXN_3475342,3,3,3.0,9.0,2,0,2023-04-24
TXN_8017663,1,2,2.0,4.0,2,1,2023-05-18
TXN_6309965,0,5,3.0,15.0,2,1,2023-06-14
TXN_7146871,1,5,2.0,4.0,2,1,2023-09-20
TXN_2661443,3,2,3.0,6.0,1,1,2023-06-30
TXN_6954434,3,3,3.0,9.0,0,1,2023-02-23
TXN_3578712,7,5,3.0,7.5,1,1,2023-08-15
TXN_6131350,5,2,3.0,8.0,1,1,2023-09-28
TXN_9207050,2,5,1.0,5.0,2,0,2023-07-21
TXN_5351656,7,1,1.5,1.5,2,1,2023-03-02
TXN_8905718,7,5,1.5,7.5,2,0,2023-09-07
TXN_1938148,0,2,3.0,6.0,1,1,2023-06-07
TXN_2024598,5,1,4.0,4.0,2,0,2023-01-01
TXN_7145872,4,5,5.0,25.0,2,1,2023-04-15
TXN_8140560,0,5,3.0,15.0,2,1,2023-06-29
TXN_6591756,2,5,1.0,5.0,2,1,2023-03-09
TXN_9004306,1,4,2.0,8.0,1,0,2023-05-26
TXN_7899686,3,1,4.0,4.0,2,1,2023-09-09
TXN_7092761,4,4,5.0,20.0,2,1,2023-05-11
TXN_6360436,0,2,3.0,6.0,2,1,2023-09-13
TXN_3295247,1,5,2.0,10.0,2,1,2023-08-25
TXN_5822344,5,5,4.0,20.0,0,0,2023-09-27
TXN_4266069,1,1,2.0,2.0,2,1,2023-12-25
TXN_9470768,6,5,4.0,20.0,1,1,2023-09-27
TXN_1540181,7,3,1.5,4.5,2,1,2023-08-17
TXN_6688020,4,5,5.0,25.0,2,1,2023-09-05
TXN_4181147,1,4,2.0,8.0,2,1,2023-02-18
TXN_7211792,7,3,1.5,4.5,2,1,2023-11-27
TXN_6568978,0,3,3.0,9.0,2,1,2023-03-12
TXN_6670607,3,5,3.0,6.0,2,1,2023-01-06
TXN_9773606,7,2,1.5,3.0,0,1,2023-12-04
TXN_9762035,6,1,4.0,4.0,0,1,2023-08-21
TXN_4493661,5,1,4.0,4.0,0,1,2023-07-08
TXN_4617139,3,4,3.0,12.0,2,1,2023-04-12
TXN_5339625,6,5,4.0,20.0,2,1,2023-06-29
TXN_9657636,0,1,3.0,3.0,0,1,2023-07-08
TXN_1375992,1,5,2.0,10.0,1,0,2023-03-23
TXN_2077318,3,2,3.0,6.0,2,0,2023-08-24
TXN_8232653,4,5,5.0,25.0,0,1,2023-04-21
TXN_4624436,5,1,4.0,4.0,2,1,2023-05-22
TXN_6158865,2,1,1.0,1.0,2,1,2023-11-27
TXN_6148337,2,2,1.0,2.0,2,0,2023-09-27
TXN_9096951,6,3,4.0,12.0,0,1,2023-06-28
TXN_7080148,0,3,3.0,9.0,2,1,2023-12-30
TXN_4275169,4,1,5.0,5.0,2,1,2023-06-27
TXN_9005396,3,4,3.0,12.0,0,1,2023-08-10
TXN_2466036,1,5,2.0,10.0,2,1,2023-08-31
TXN_1533790,0,5,3.0,12.0,2,1,2023-07-21
TXN_7090165,5,5,4.0,20.0,2,0,2023-08-30
TXN_9533792,2,3,1.0,3.0,2,0,2023-09-01
TXN_4995910,0,5,3.0,6.0,2,1,2023-03-10
TXN_9174916,1,3,2.0,6.0,1,1,2023-06-21
TXN_8121601,3,4,3.0,6.0,2,0,2023-07-02
TXN_5882077,5,3,4.0,12.0,2,1,2023-03-10
TXN_3163681,5,2,4.0,8.0,2,1,2023-05-11
TXN_2849719,1,5,2.0,10.0,2,1,2023-06-23
TXN_9623460,5,3,4.0,12.0,2,0,2023-01-17
TXN_3359704,4,3,5.0,15.0,2,0,2023-07-23
TXN_7093219,6,4,4.0,16.0,1,1,2023-06-06
TXN_2444408,5,2,4.0,8.0,2,0,2023-05-11
TXN_2475111,2,3,1.0,3.0,2,1,2023-03-31
TXN_3296152,4,3,5.0,15.0,1,0,2023-10-20
TXN_5157855,4,1,5.0,5.0,2,1,2023-08-18
TXN_2887411,6,2,4.0,8.0,0,0,2023-01-16
TXN_7543369,7,5,1.5,7.5,2,1,2023-11-18
TXN_9561441,7,5,1.5,7.5,0,0,2023-11-11
TXN_5595584,6,2,4.0,8.0,2,0,2023-10-19
TXN_1158197,1,2,2.0,4.0,2,1,2023-05-21
TXN_3633955,5,4,4.0,16.0,0,0,2023-09-20
TXN_2761949,4,3,5.0,15.0,1,0,2023-10-01
TXN_4967355,5,2,4.0,8.0,2,0,2023-04-25
TXN_8062897,6,2,4.0,8.0,2,1,2023-10-02
TXN_4831426,3,4,3.0,12.0,1,1,2023-02-27
TXN_3995843,3,3,4.0,6.0,2,0,2023-12-31
TXN_4284492,3,3,3.0,9.0,2,1,2023-05-30
TXN_9942634,7,5,1.5,7.5,2,1,2023-01-17
TXN_7104682,2,5,1.0,5.0,2,1,2023-08-31
TXN_6866209,6,5,4.0,20.0,2,0,2023-05-20
TXN_7573801,0,2,3.0,6.0,2,0,2023-12-14
TXN_9681880,1,3,2.0,6.0,0,0,2023-03-21
TXN_2559288,4,4,5.0,20.0,1,1,2023-12-27
TXN_9188692,0,5,3.0,6.0,1,1,2023-12-01
TXN_2936975,7,1,1.5,1.5,2,1,2023-10-05
TXN_5027125,4,3,5.0,15.0,0,0,2023-07-06
TXN_7433758,2,1,1.0,1.0,0,1,2023-06-09
TXN_2092288,1,1,2.0,2.0,1,1,2023-03-30
TXN_5701303,1,1,2.0,2.0,2,1,2023-09-08
TXN_7323833,3,3,4.0,6.0,1,1,2023-04-09
TXN_5161371,0,2,3.0,6.0,1,0,2023-01-17
TXN_1132566,0,3,3.0,9.0,0,1,2023-02-27
TXN_3713527,2,4,1.0,4.0,2,1,2023-03-08
TXN_1719440,2,5,1.0,5.0,2,1,2023-07-13
TXN_6273703,7,2,1.5,3.0,1,1,2023-12-24
TXN_2050017,5,4,4.0,16.0,2,1,2023-03-24
TXN_6797827,5,1,4.0,4.0,1,1,2023-06-16
TXN_6885626,0,5,3.0,15.0,2,0,2023-08-06
TXN_3729074,4,3,5.0,15.0,1,0,2023-04-15
TXN_7418962,6,4,4.0,16.0,0,1,2023-03-07
TXN_7217537,4,3,5.0,15.0,0,0,2023-12-19
TXN_7904970,7,5,1.5,3.0,1,1,2023-05-23
TXN_8845592,5,5,4.0,20.0,1,0,2023-11-12
TXN_2402637,3,2,4.0,8.0,2,1,2023-06-18
TXN_2081985,1,2,2.0,4.0,2,1,2023-03-24
TXN_5664467,7,4,1.5,6.0,2,1,2023-11-06
TXN_2275523,7,4,1.5,6.0,2,1,2023-09-02
TXN_7230977,3,5,3.0,15.0,2,1,2023-08-24
TXN_6451747,4,4,5.0,20.0,0,1,2023-05-23
TXN_2680626,0,3,3.0,9.0,0,0,2023-01-08
TXN_8668840,0,5,3.0,15.0,2,1,2023-10-03
TXN_5390428,3,2,3.0,6.0,2,0,2023-11-25
TXN_5009367,3,3,3.0,9.0,1,0,2023-04-19
TXN_3067854,0,1,3.0,3.0,1,1,2023-07-08
TXN_6401072,6,4,4.0,16.0,0,1,2023-07-28
TXN_6799966,7,4,1.5,6.0,2,1,2023-03-03
TXN_5080934,3,5,3.0,9.0,0,1,2023-12-10
TXN_8684125,4,2,5.0,10.0,1,0,2023-03-08
TXN_1647077,6,2,4.0,8.0,2,1,2023-08-19
TXN_8167808,0,3,3.0,9.0,0,0,2023-02-03
TXN_4541998,5,5,4.0,4.0,2,1,2023-01-13
TXN_3369789,5,5,4.0,20.0,2,1,2023-04-15
TXN_7973461,7,3,1.5,4.5,2,0,2023-04-11
TXN_7753587,0,1,3.0,3.0,1,1,2023-03-28
TXN_4490958,1,2,2.0,4.0,2,1,2023-03-30
TXN_8715515,3,5,3.0,15.0,1,1,2023-07-23
TXN_8242126,4,4,5.0,20.0,2,0,2023-11-20
TXN_2972659,7,3,1.5,4.5,2,1,2023-12-16
TXN_5685028,0,5,3.0,15.0,2,1,2023-08-12
TXN_9835620,3,2,3.0,6.0,2,1,2023-06-09
TXN_9245124,7,4,1.5,6.0,2,0,2023-04-19
TXN_8619762,6,4,4.0,16.0,0,1,2023-08-05
TXN_5983031,3,3,3.0,9.0,2,0,2023-03-09
TXN_8730549,6,4,4.0,16.0,2,1,2023-02-04
TXN_6889867,5,5,4.0,20.0,0,1,2023-03-07
TXN_9035484,1,2,2.0,4.0,0,1,2023-06-29
TXN_9972525,1,4,2.0,8.0,2,1,2023-07-31
TXN_3315026,3,5,3.0,15.0,0,1,2023-11-06
TXN_3613385,2,3,1.0,3.0,2,1,2023-05-26
TXN_9629541,5,5,4.0,20.0,2,1,2023-12-18
TXN_7503640,4,3,5.0,15.0,2,1,2023-11-04
TXN_1135761,3,3,3.0,9.0,2,1,2023-01-30
TXN_8558404,4,5,5.0,20.0,2,0,2023-07-15
TXN_8430735,3,2,3.0,6.0,2,1,2023-10-25
TXN_8279865,3,1,3.0,3.0,0,1,2023-07-18
TXN_5906520,4,2,5.0,10.0,2,1,2023-01-31
TXN_8250427,1,4,2.0,8.0,1,1,2023-09-15
TXN_9928337,3,1,3.0,3.0,2,1,2023-11-05
TXN_7008306,4,2,5.0,6.0,2,1,2023-04-11
TXN_5603538,3,3,3.0,9.0,0,1,2023-02-15
TXN_7368648,7,1,1.5,1.5,2,0,2023-03-09
TXN_6220542,3,3,3.0,9.0,2,1,2023-03-24
TXN_3299535,1,3,2.0,6.0,2,1,2023-11-16
TXN_1217959,3,2,3.0,6.0,2,1,2023-07-28
TXN_4390633,7,2,1.5,3.0,2,1,2023-10-17
TXN_5052998,3,3,3.0,9.0,1,1,2023-10-07
TXN_5171332,7,5,1.5,7.5,0,1,2023-02-05
TXN_4798484,3,3,3.0,9.0,2,0,2023-08-09
TXN_7905741,2,5,1.0,5.0,1,1,2023-02-08
TXN_6369875,7,5,1.5,7.5,0,1,2023-10-04
TXN_7840162,2,5,3.0,5.0,0,1,2023-02-27
TXN_9069297,2,4,1.0,4.0,1,0,2023-01-27
TXN_5017038,5,3,4.0,12.0,2,1,2023-05-25
TXN_6748453,5,5,4.0,20.0,2,0,2023-05-08
TXN_1678985,3,2,3.0,6.0,0,0,2023-07-16
TXN_6697669,0,5,3.0,15.0,0,1,2023-01-03
TXN_3131555,5,2,4.0,8.0,0,1,2023-12-04
TXN_1617029,3,4,5.0,20.0,0,1,2023-05-15
TXN_7785297,2,3,1.0,3.0,0,1,2023-12-06
TXN_9432588,1,5,2.0,10.0,2,1,2023-07-26
TXN_3313000,1,5,2.0,10.0,1,0,2023-01-08
TXN_3120023,2,3,1.0,3.0,0,0,2023-09-30
TXN_7483257,5,2,4.0,8.0,2,1,2023-06-05
TXN_3430842,2,2,1.0,2.0,0,1,2023-08-02
TXN_9622300,4,5,5.0,5.0,0,1,2023-06-23
TXN_8822610,0,4,3.0,12.0,2,1,2023-08-05
TXN_8005089,4,4,5.0,20.0,2,1,2023-06-10
TXN_7009420,5,5,4.0,20.0,2,1,2023-07-07
TXN_5118667,1,4,2.0,8.0,0,0,2023-12-12
TXN_6533180,1,5,2.0,10.0,2,1,2023-05-03
TXN_6989438,5,4,4.0,16.0,0,1,2023-12-17
TXN_7003185,7,2,1.5,3.0,2,1,2023-06-03
TXN_1139495,4,3,5.0,15.0,2,1,2023-02-19
TXN_1256536,4,1,5.0,5.0,2,1,2023-12-16
TXN_6437055,0,1,3.0,3.0,2,1,2023-10-22
TXN_6212975,3,1,4.0,4.0,1,1,2023-06-08
TXN_4223466,3,4,3.0,12.0,2,1,2023-05-31
TXN_6684202,5,1,4.0,4.0,2,1,2023-07-31
TXN_7279066,3,5,3.0,15.0,2,1,2023-09-09
TXN_5032114,5,2,4.0,8.0,2,1,2023-05-31
TXN_3411281,0,2,3.0,6.0,2,1,2023-09-29
TXN_6608817,5,5,4.0,20.0,1,1,2023-07-17
TXN_4258943,5,2,4.0,6.0,1,0,2023-01-02
TXN_9774691,0,3,3.0,9.0,1,1,2023-04-11
TXN_8556230,3,5,1.0,5.0,0,0,2023-05-21
TXN_1522430,6,3,4.0,12.0,1,1,2023-12-06
TXN_2797077,3,2,5.0,10.0,2,1,2023-07-04
TXN_7666909,3,4,3.0,12.0,1,1,2023-08-29
TXN_9365558,4,4,5.0,20.0,1,1,2023-02-12
TXN_6837601,4,1,5.0,5.0,2,1,2023-02-05
TXN_1713983,4,2,5.0,10.0,0,0,2023-05-11
TXN_4674417,2,5,1.0,6.0,2,1,2023-07-03
TXN_4641838,2,5,1.0,5.0,1,1,2023-04-30
TXN_9315119,4,2,5.0,10.0,2,1,2023-06-16
TXN_2552405,3,5,3.0,15.0,1,1,2023-06-22
TXN_3465980,2,4,1.0,4.0,0,1,2023-07-08
TXN_4220189,7,1,1.5,1.5,2,1,2023-08-16
TXN_7343905,0,1,3.0,3.0,2,0,2023-01-17
TXN_9813938,5,5,4.0,20.0,0,1,2023-06-30
TXN_6129460,3,5,3.0,15.0,0,1,2023-11-19
TXN_9470590,4,1,5.0,5.0,1,1,2023-04-11
TXN_7212607,1,3,2.0,6.0,2,0,2023-08-06
TXN_8384628,4,3,5.0,15.0,1,1,2023-08-22
TXN_4200340,0,5,3.0,15.0,0,1,2023-07-06
TXN_9349052,3,4,3.0,12.0,0,1,2023-10-31
TXN_2693584,2,5,1.0,3.0,2,1,2023-10-28
TXN_4778105,3,4,3.0,12.0,2,0,2023-10-08
TXN_7804488,2,2,1.0,2.0,2,1,2023-11-28
TXN_4674667,1,2,2.0,4.0,2,1,2023-05-24
TXN_4278785,4,3,5.0,15.0,0,0,2023-04-29
TXN_4462052,2,1,1.0,1.0,0,0,2023-10-12
TXN_3379368,0,5,3.0,15.0,1,1,2023-05-26
TXN_7651864,6,4,4.0,16.0,2,1,2023-04-29
TXN_7089173,3,1,3.0,3.0,2,1,2023-01-14
TXN_1906642,2,4,1.0,4.0,2,1,2023-06-06
TXN_5410349,3,5,3.0,15.0,1,1,2023-03-05
TXN_5234368,1,3,2.0,6.0,2,1,2023-06-10
TXN_5544904,4,5,5.0,25.0,2,1,2023-04-19
TXN_3376958,4,4,5.0,20.0,2,0,2023-10-31
TXN_5446085,1,3,2.0,6.0,2,1,2023-09-16
TXN_9676940,3,2,3.0,6.0,1,1,2023-08-16
TXN_2371941,3,2,3.0,6.0,0,1,2023-01-26
TXN_5708913,0,2,3.0,6.0,0,0,2023-04-29
TXN_6310726,3,3,1.0,3.0,1,1,2023-03-30
TXN_4096816,3,3,2.0,6.0,2,1,2023-11-02
TXN_7451083,1,1,2.0,2.0,2,1,2023-06-24
TXN_5132082,4,5,5.0,25.0,2,1,2023-10-08
TXN_7323040,2,3,1.0,3.0,2,1,2023-11-09
TXN_9176418,6,1,4.0,4.0,2,1,2023-03-02
TXN_9702662,3,4,3.0,16.0,2,1,2023-07-10
TXN_7612618,6,4,4.0,16.0,1,1,2023-04-12
TXN_7321789,3,3,3.0,9.0,2,1,2023-05-10
TXN_3679126,2,1,1.0,1.0,0,1,2023-07-15
TXN_2008137,1,4,2.0,8.0,2,1,2023-10-07
TXN_2622670,0,5,3.0,15.0,2,1,2023-01-28
TXN_4791105,3,3,4.0,6.0,2,1,2023-05-18
TXN_6882819,3,1,3.0,3.0,0,1,2023-08-21
TXN_2152670,7,3,1.5,4.5,1,0,2023-12-24
TXN_3482117,5,2,4.0,8.0,2,1,2023-07-18
TXN_1843989,3,5,1.0,5.0,2,1,2023-07-19
TXN_4943715,1,5,2.0,10.0,2,1,2023-10-06
